200bin,adj sales (bin),Adjusted sales (bin),Adjusted sales (bin) 50,Adjusted sales 1,Adjusted Sales 1 (bin),Area Code,Area Code (Location),Date,Market,Market Size,Product,Product Id,Product Type,ProductId (Product),Sales (bin),Sales (bin) 100,Sales (bin) 50,Sales (bin) 70,Sales100bin,SalesTab (bin),State,Type,adj sales,Adjusted sales,Adjusted Sales 1,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
0,150,143,150,150,150,970,970,01-01-2011 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,137.2,100,150,140,100,80,Colorado,Decaf,157,157,157,50,70,40,120,60,336,80,19,1,51,157,49
0,100,143,100,100,125,719,719,01-01-2011 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,137.2,100,100,140,100,80,Colorado,Regular,145,145,145,40,70,20,110,58,338,72,22,1,26,145,58
0,150,143,150,150,150,719,719,01-01-2011 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,137.2,100,150,140,100,80,Colorado,Regular,157,157,157,50,70,40,120,64,965,76,19,1,56,157,42
0,100,96,100,100,100,303,303,01-01-2011 00:00:00,Central,Major Market,Green Tea,13,Tea,13,102.9,100,100,77-139,100,80,Colorado,Regular,112,112,112,30,50,30,80,44,623,56,14,1,47,112,27
0,150,143,150,150,150,720,720,01-01-2011 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,80,Colorado,Regular,150,150,150,60,90,70,150,54,456,80,15,1,84,150,27
200,200,191,200,200,200,719,719,01-01-2011 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,171.5,200,200,140,200,160,Colorado,Decaf,201,201,201,80,130,80,210,72,558,108,23,1,83,201,58
200,200,239,200,200,225,719,719,01-01-2011 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,240.1,200,200,210,200,240,Colorado,Regular,245,245,245,90,130,100,220,89,777,130,24,1,146,245,38
200,200,191,200,200,200,720,720,01-01-2011 00:00:00,Central,Major Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Colorado,Regular,213,213,213,80,110,80,190,83,623,107,27,1,106,213,41
200,250,239,250,250,250,719,719,01-01-2011 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,240.1,200,250,210,200,240,Colorado,Decaf,262,262,262,100,140,110,240,95,821,139,26,1,157,262,40
200,200,239,200,200,225,773,773,01-01-2011 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,240.1,200,200,210,200,240,Illinois,Decaf,245,245,245,70,120,100,190,89,777,130,24,1,148,245,37
200,200,191,200,200,200,773,773,01-01-2011 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,205.8,200,200,210,200,160,Illinois,Decaf,213,213,213,70,90,60,160,83,623,107,27,1,106,213,41
200,250,239,250,250,250,224,224,01-01-2011 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,240.1,200,250,210,200,240,Illinois,Decaf,262,262,262,80,120,100,200,95,821,139,26,1,157,262,40
0,150,143,150,150,150,217,217,01-01-2011 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,137.2,100,150,140,100,80,Illinois,Regular,150,150,150,40,70,50,110,54,456,80,15,1,83,150,28
200,200,191,200,200,200,815,815,01-01-2011 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,171.5,200,200,140,200,160,Illinois,Regular,201,201,201,60,90,40,150,72,558,108,23,1,84,201,57
600,450,598,600,600,600,312,312,01-01-2011 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,583.1,600,600,560,600,560,Illinois,Regular,450,600,600,270,370,260,640,234,1310,312,77,1,316,611,114
400,400,382,400,400,400,773,773,01-01-2011 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,480.2,500,500,490,500,480,Illinois,Decaf,400,400,400,260,270,180,530,228,1459,228,63,1,218,510,92
200,350,382,350,350,375,815,815,01-01-2011 00:00:00,Central,Major Market,Columbian,2,Coffee,2,377.3,300,350,350,300,320,Illinois,Regular,386,386,386,150,210,130,360,144,862,201,47,1,173,386,94
200,250,239,250,250,250,217,217,01-01-2011 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,240.1,200,250,210,200,240,Illinois,Decaf,262,262,262,100,140,100,240,95,608,139,30,1,136,262,55
600,450,598,600,600,600,641,641,01-01-2011 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,583.1,600,600,560,600,560,Iowa,Decaf,450,600,600,200,280,200,480,234,1310,312,77,1,315,611,116
200,250,239,250,250,250,641,641,01-01-2011 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,240.1,200,250,210,200,240,Iowa,Decaf,262,262,262,80,120,90,200,95,608,139,30,1,134,262,56
400,400,382,400,400,400,319,319,01-01-2011 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,480.2,500,500,490,500,480,Iowa,Regular,400,400,400,190,210,140,400,228,1459,228,63,1,220,510,91
600,450,598,600,600,600,641,641,01-01-2011 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,583.1,600,600,560,600,560,Iowa,Regular,450,600,600,210,270,160,480,245,1419,301,93,1,273,611,132
0,0,48,0,0,25,563,563,01-01-2011 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,0-49,0-69,0,0,Iowa,Regular,48,48,48,10,40,30,50,17,777,26,4,1,17,48,16
0,0,48,0,0,25,515,515,01-01-2011 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,34.3,0,0-49,0-69,0,0,Iowa,Decaf,48,48,48,10,40,30,50,17,777,26,4,1,16,48,17
0,50,48,50,50,50,563,563,01-01-2011 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,34.3,0,50-99,0-69,0,0,Iowa,Regular,50,50,50,10,30,20,40,18,821,27,5,1,17,50,17
0,50,48,50,50,50,641,641,01-01-2011 00:00:00,Central,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,0-69,0,0,Iowa,Regular,69,69,69,20,40,20,60,28,965,34,8,1,8,69,30
0,50,48,50,50,50,515,515,01-01-2011 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,34.3,0,50-99,0-69,0,0,Iowa,Decaf,60,60,60,20,30,20,50,23,623,31,7,1,19,60,20
0,100,96,100,100,100,573,573,01-01-2011 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,68.6,100,100,77-139,100,80,Missouri,Decaf,101,101,101,30,40,0,70,37,261,53,34,1,-17,101,67
0,100,96,100,100,100,314,314,01-01-2011 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Missouri,Decaf,111,111,111,70,10,-20,80,88,525,11,27,1,-61,111,52
0,50,72,50,50,75,573,573,01-01-2011 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Missouri,Regular,92,92,92,30,40,10,70,35,196,47,11,1,14,92,40
0,50,72,50,50,50,660,660,01-01-2011 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,68.6,0,50-99,77-139,0,0,Missouri,Regular,73,73,73,20,30,-10,50,29,169,36,11,1,-14,73,47
0,50,72,50,50,75,816,816,01-01-2011 00:00:00,Central,Small Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Missouri,Regular,85,85,85,20,40,0,60,34,197,42,12,1,-6,85,48
0,100,120,100,100,125,573,573,01-01-2011 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,100,77-139,100,80,Missouri,Regular,138,138,138,50,90,70,140,50,821,73,14,1,75,138,26
0,100,120,100,100,125,573,573,01-01-2011 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Missouri,Decaf,128,128,128,50,80,60,130,46,777,68,12,1,70,128,24
200,200,191,200,200,200,314,314,01-01-2011 00:00:00,Central,Small Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Missouri,Regular,213,213,213,90,100,40,190,85,494,105,32,1,61,213,69
0,150,167,150,150,175,314,314,01-01-2011 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,171.5,100,150,140,100,160,Missouri,Decaf,190,190,190,80,90,50,170,78,965,92,24,1,73,190,47
0,50,72,50,50,75,567,567,01-01-2011 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,68.6,0,50-99,77-139,0,80,Ohio,Decaf,90,90,90,20,50,50,70,32,456,48,8,1,45,90,20
0,50,72,50,50,75,614,614,01-01-2011 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,Ohio,Decaf,90,90,90,20,50,50,70,32,821,48,8,1,45,90,20
200,200,215,200,200,225,513,513,01-01-2011 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,205.8,200,200,210,200,160,Ohio,Regular,235,235,235,70,110,60,180,84,651,126,27,1,106,235,61
200,200,215,200,200,200,567,567,01-01-2011 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,205.8,200,200,210,200,160,Ohio,Regular,224,224,224,70,100,60,170,84,500,116,26,1,104,224,51
200,350,359,350,350,375,234,234,01-01-2011 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,377.3,300,350,350,300,320,Ohio,Regular,382,382,382,190,210,140,400,170,1091,171,47,1,154,382,76
0,100,143,100,100,125,937,937,01-01-2011 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,137.2,100,100,140,100,80,Ohio,Decaf,145,145,145,60,90,40,150,58,338,72,22,1,25,145,59
0,150,143,150,150,150,330,330,01-01-2011 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,137.2,100,150,140,100,80,Ohio,Regular,157,157,157,60,80,50,140,60,336,80,19,1,53,157,48
0,150,143,150,150,150,614,614,01-01-2011 00:00:00,Central,Major Market,Columbian,2,Coffee,2,137.2,100,150,140,100,80,Ohio,Regular,157,157,157,60,80,50,140,57,364,83,18,1,65,157,43
0,150,167,150,150,150,513,513,01-01-2011 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,137.2,100,150,140,100,160,Ohio,Decaf,168,168,168,60,90,20,150,63,435,87,57,1,0,168,91
200,200,191,200,200,200,715,715,01-01-2011 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,171.5,200,200,140,200,160,Wisconsin,Decaf,201,201,201,50,100,80,150,67,400,113,20,1,109,201,45
0,50,72,50,50,75,608,608,01-01-2011 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,Wisconsin,Decaf,91,91,91,20,50,50,70,33,777,48,9,1,44,91,21
0,150,167,150,150,150,608,608,01-01-2011 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,137.2,100,150,140,100,160,Wisconsin,Regular,168,168,168,50,80,50,130,61,390,89,19,1,73,168,44
200,200,191,200,200,200,262,262,01-01-2011 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,171.5,200,200,140,200,160,Wisconsin,Regular,201,201,201,60,90,10,150,75,522,105,68,1,11,201,103
0,150,167,150,150,150,262,262,01-01-2011 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,160,Wisconsin,Regular,168,168,168,80,90,50,170,69,965,81,21,1,59,168,45
0,100,120,100,100,100,715,715,01-01-2011 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Wisconsin,Decaf,123,123,123,50,70,50,120,48,623,62,15,1,53,123,29
0,100,120,100,100,125,608,608,01-01-2011 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,Wisconsin,Regular,134,134,134,50,70,30,120,54,312,66,20,1,20,134,56
200,200,191,200,200,200,715,715,01-01-2011 00:00:00,Central,Small Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Wisconsin,Regular,213,213,213,80,110,20,190,79,551,111,72,1,14,213,107
200,200,191,200,200,200,414,414,01-01-2011 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,171.5,200,200,140,200,160,Wisconsin,Decaf,201,201,201,80,100,60,180,77,432,103,25,1,79,201,55
200,200,191,200,200,200,860,860,01-01-2011 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,205.8,200,200,210,200,160,Connecticut,Decaf,213,213,213,60,80,40,140,85,494,105,32,1,62,213,68
0,150,167,150,150,175,860,860,01-01-2011 00:00:00,East,Small Market,Mint,10,Herbal Tea,10,171.5,100,150,140,100,160,Connecticut,Decaf,190,190,190,50,80,50,130,78,965,92,24,1,73,190,47
0,100,120,100,100,125,959,959,01-01-2011 00:00:00,East,Small Market,Darjeeling,11,Tea,11,137.2,100,100,77-139,100,80,Connecticut,Regular,138,138,138,50,80,60,130,50,821,73,14,1,73,138,27
0,100,96,100,100,100,475,475,01-01-2011 00:00:00,East,Small Market,Green Tea,13,Tea,13,102.9,100,100,77-139,100,80,Connecticut,Regular,105,105,105,40,60,40,100,38,777,56,10,1,55,105,22
200,200,191,200,200,200,203,203,01-01-2011 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,171.5,200,200,140,200,160,Connecticut,Regular,201,201,201,70,100,20,170,75,522,105,68,1,11,201,103
0,100,143,100,100,125,203,203,01-01-2011 00:00:00,East,Small Market,Decaf Espresso,6,Espresso,6,137.2,100,100,140,100,80,Connecticut,Decaf,145,145,145,50,70,40,120,55,312,75,18,1,47,145,47
200,300,335,300,300,325,959,959,01-01-2011 00:00:00,East,Small Market,Columbian,2,Coffee,2,343.0,300,300,280,300,320,Connecticut,Regular,347,347,347,110,180,130,290,124,961,186,40,1,179,347,75
0,100,120,100,100,100,850,850,01-01-2011 00:00:00,East,Major Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Florida,Decaf,123,123,123,30,50,30,80,48,623,62,15,1,53,123,29
0,100,120,100,100,125,904,904,01-01-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Florida,Decaf,134,134,134,40,50,20,90,54,312,66,20,1,20,134,56
0,150,167,150,150,150,321,321,01-01-2011 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,137.2,100,150,140,100,160,Florida,Decaf,168,168,168,50,60,40,110,69,965,81,21,1,61,168,44
0,50,72,50,50,75,239,239,01-01-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Florida,Regular,90,90,90,30,50,40,80,32,821,48,8,1,44,90,21
0,50,72,50,50,75,239,239,01-01-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Florida,Regular,91,91,91,30,50,40,80,33,777,48,9,1,44,91,21
200,200,191,200,200,200,239,239,01-01-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,205.8,200,200,210,200,160,Florida,Regular,213,213,213,70,110,30,180,79,551,111,72,1,14,213,107
200,200,191,200,200,200,305,305,01-01-2011 00:00:00,East,Major Market,Decaf Espresso,6,Espresso,6,171.5,200,200,140,200,160,Florida,Decaf,201,201,201,70,100,60,170,77,432,103,25,1,78,201,56
200,200,215,200,200,225,813,813,01-01-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Florida,Regular,235,235,235,80,110,70,190,84,651,126,27,1,106,235,61
200,200,215,200,200,200,386,386,01-01-2011 00:00:00,East,Major Market,Decaf Irish Cream,3,Coffee,3,205.8,200,200,210,200,160,Florida,Decaf,224,224,224,80,110,70,190,84,500,116,26,1,104,224,51
0,100,143,100,100,125,781,781,01-01-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,137.2,100,100,140,100,80,Massachusetts,Decaf,145,145,145,40,60,30,100,58,338,72,22,1,26,145,58
0,50,72,50,50,75,781,781,01-01-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Massachusetts,Regular,90,90,90,30,50,40,80,32,821,48,8,1,45,90,20
0,50,72,50,50,75,978,978,01-01-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Massachusetts,Regular,90,90,90,30,50,40,80,32,456,48,8,1,45,90,20
0,100,120,100,100,125,617,617,01-01-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,137.2,100,100,140,100,80,Massachusetts,Regular,141,141,141,60,60,-10,120,63,435,63,57,1,-36,141,90
200,350,359,350,350,375,617,617,01-01-2011 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,377.3,300,350,350,300,320,Massachusetts,Regular,382,382,382,160,170,110,330,170,1091,171,47,1,156,382,75
400,400,382,400,400,400,413,413,01-01-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,548.8,500,550,490,500,480,Massachusetts,Regular,400,400,400,60,400,360,460,72,558,422,23,1,572,553,58
0,50,72,50,50,75,603,603,01-01-2011 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,New Hampshire,Decaf,85,85,85,20,30,0,50,34,197,42,12,1,-6,85,48
0,50,48,50,50,50,603,603,01-01-2011 00:00:00,East,Small Market,Darjeeling,11,Tea,11,34.3,0,50-99,0-69,0,0,New Hampshire,Regular,50,50,50,10,30,20,40,18,821,27,5,1,16,50,18
0,0,48,0,0,25,603,603,01-01-2011 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,0-49,0-69,0,0,New Hampshire,Regular,48,48,48,10,30,20,40,17,777,26,4,1,17,48,16
0,100,96,100,100,100,603,603,01-01-2011 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,68.6,100,100,77-139,100,80,New Hampshire,Regular,101,101,101,30,50,0,80,37,261,53,34,1,-16,101,66
0,50,72,50,50,50,603,603,01-01-2011 00:00:00,East,Small Market,Regular Espresso,7,Espresso,7,68.6,0,50-99,77-139,0,0,New Hampshire,Regular,73,73,73,20,40,0,60,29,169,36,11,1,-12,73,46
0,100,96,100,100,100,603,603,01-01-2011 00:00:00,East,Small Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,New Hampshire,Regular,104,104,104,30,50,30,80,38,241,55,12,1,31,104,37
0,100,120,100,100,125,603,603,01-01-2011 00:00:00,East,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,New Hampshire,Regular,134,134,134,40,70,40,110,48,372,72,15,1,39,134,49
400,400,382,400,400,400,516,516,01-01-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,514.5,500,500,490,500,480,New York,Decaf,400,400,400,180,190,100,370,245,1419,238,93,1,173,540,133
200,200,191,200,200,200,516,516,01-01-2011 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,171.5,200,200,140,200,160,New York,Decaf,201,201,201,150,-10,-70,140,207,965,-27,64,1,-176,201,90
200,250,239,250,250,250,607,607,01-01-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,240.1,200,250,210,200,240,New York,Regular,262,262,262,100,150,120,250,95,821,139,26,1,157,262,40
200,200,239,200,200,225,716,716,01-01-2011 00:00:00,East,Major Market,Earl Grey,12,Tea,12,240.1,200,200,210,200,240,New York,Regular,245,245,245,90,140,110,230,89,777,130,24,1,146,245,38
0,150,143,150,150,150,212,212,01-01-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,137.2,100,150,140,100,80,New York,Regular,150,150,150,50,90,70,140,54,456,80,15,1,84,150,27
0,50,48,50,50,50,516,516,01-01-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,34.3,0,50-99,0-69,0,0,New York,Regular,68,68,68,100,-50,-170,50,105,725,-44,95,1,-268,68,134
400,400,382,400,400,400,516,516,01-01-2011 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,514.5,500,500,490,500,480,New York,Regular,400,400,400,210,270,200,480,228,1459,262,63,1,273,548,91
600,450,598,600,600,600,518,518,01-01-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,754.6,700,750,700,700,720,New York,Regular,450,600,600,260,380,260,640,271,2101,407,94,1,408,759,152
0,100,120,100,100,125,318,318,01-01-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Louisiana,Decaf,125,125,125,40,60,40,100,49,623,63,16,1,55,125,29
200,200,191,200,200,200,318,318,01-01-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,205.8,200,200,210,200,160,Louisiana,Decaf,213,213,213,80,100,40,180,85,494,105,32,1,62,213,68
0,50,72,50,50,75,337,337,01-01-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,80,Louisiana,Regular,95,95,95,40,60,50,100,34,777,51,9,1,47,95,22
0,50,72,50,50,75,318,318,01-01-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,68.6,0,50-99,77-139,0,80,Louisiana,Decaf,91,91,91,40,60,50,100,33,777,48,9,1,44,91,21
200,200,191,200,200,200,504,504,01-01-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,171.5,200,200,140,200,160,Louisiana,Regular,201,201,201,60,90,10,150,75,522,105,68,1,12,201,102
200,200,191,200,200,200,225,225,01-01-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,171.5,200,200,140,200,160,Louisiana,Regular,201,201,201,50,100,80,150,67,400,113,20,1,109,201,45
0,150,167,150,150,150,337,337,01-01-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,137.2,100,150,140,100,160,Louisiana,Decaf,168,168,168,50,70,50,120,61,390,89,19,1,75,168,43
0,50,48,50,50,50,505,505,01-01-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,34.3,0,50-99,0-69,0,0,New Mexico,Decaf,50,50,50,10,30,20,40,18,821,27,5,1,17,50,17
0,50,48,50,50,50,505,505,01-01-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,0-69,0,0,New Mexico,Decaf,69,69,69,20,40,20,60,28,965,34,8,1,6,69,32
0,100,120,100,100,125,505,505,01-01-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,New Mexico,Regular,134,134,134,60,90,50,150,48,372,72,15,1,41,134,48
0,100,96,100,100,100,505,505,01-01-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,New Mexico,Decaf,111,111,111,110,10,-30,120,88,525,11,27,1,-61,111,52
0,50,72,50,50,50,505,505,01-01-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,68.6,0,50-99,77-139,0,0,New Mexico,Regular,73,73,73,20,30,0,50,29,169,36,11,1,-12,73,46
0,100,96,100,100,100,505,505,01-01-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,68.6,100,100,77-139,100,80,New Mexico,Regular,101,101,101,30,40,-10,70,37,261,53,34,1,-16,101,66
0,50,72,50,50,75,505,505,01-01-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,New Mexico,Decaf,92,92,92,30,40,10,70,35,196,47,11,1,14,92,40
0,100,120,100,100,125,918,918,01-01-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Oklahoma,Decaf,134,134,134,50,60,20,110,54,312,66,20,1,20,134,56
200,200,191,200,200,200,405,405,01-01-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,205.8,200,200,210,200,160,Oklahoma,Decaf,213,213,213,70,110,30,180,79,551,111,72,1,16,213,106
0,100,96,100,100,100,580,580,01-01-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Oklahoma,Regular,112,112,112,50,70,50,120,44,623,56,14,1,45,112,28
0,50,72,50,50,75,918,918,01-01-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,68.6,0,50-99,77-139,0,80,Oklahoma,Decaf,90,90,90,40,60,50,100,32,821,48,8,1,44,90,21
200,200,215,200,200,200,405,405,01-01-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,205.8,200,200,210,200,160,Oklahoma,Regular,224,224,224,70,100,70,170,84,500,116,26,1,103,224,52
0,50,72,50,50,75,580,580,01-01-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,68.6,0,50-99,77-139,0,80,Oklahoma,Regular,90,90,90,20,40,40,60,32,456,48,8,1,44,90,21
200,200,215,200,200,225,405,405,01-01-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,205.8,200,200,210,200,160,Oklahoma,Decaf,235,235,235,70,110,70,180,84,651,126,27,1,104,235,62
0,150,143,150,150,150,281,281,01-01-2011 00:00:00,South,Major Market,Chamomile,8,Herbal Tea,8,137.2,100,150,140,100,80,Texas,Decaf,157,157,157,50,80,50,130,60,336,80,19,1,51,157,49
0,150,143,150,150,150,254,254,01-01-2011 00:00:00,South,Major Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,80,Texas,Decaf,157,157,157,50,80,50,130,57,364,83,18,1,65,157,43
400,400,382,400,400,400,682,682,01-01-2011 00:00:00,South,Major Market,Columbian,2,Coffee,2,480.2,500,500,490,500,480,Texas,Regular,400,400,400,260,300,220,560,207,965,245,64,1,248,506,90
200,200,191,200,200,200,361,361,01-01-2011 00:00:00,South,Major Market,Decaf Irish Cream,3,Coffee,3,205.8,200,200,210,200,160,Texas,Decaf,213,213,213,100,130,100,230,83,623,107,27,1,106,213,41
200,200,191,200,200,200,806,806,01-01-2011 00:00:00,South,Major Market,Caffe Latte,4,Espresso,4,171.5,200,200,140,200,160,Texas,Regular,201,201,201,60,90,50,150,72,558,108,23,1,83,201,58
200,200,239,200,200,225,512,512,01-01-2011 00:00:00,South,Major Market,Caffe Mocha,5,Espresso,5,240.1,200,200,210,200,240,Texas,Regular,245,245,245,70,110,90,180,89,777,130,24,1,148,245,37
0,150,143,150,150,150,409,409,01-01-2011 00:00:00,South,Major Market,Decaf Espresso,6,Espresso,6,137.2,100,150,140,100,80,Texas,Decaf,150,150,150,40,70,60,110,54,456,80,15,1,84,150,27
0,100,96,100,100,100,435,435,01-01-2011 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Utah,Decaf,104,104,104,30,50,30,80,38,241,55,12,1,33,104,36
0,100,120,100,100,125,435,435,01-01-2011 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Utah,Decaf,134,134,134,40,60,30,100,48,372,72,15,1,39,134,49
0,100,96,100,100,100,435,435,01-01-2011 00:00:00,West,Small Market,Mint,10,Herbal Tea,10,102.9,100,100,77-139,100,80,Utah,Decaf,111,111,111,70,10,-30,80,88,525,11,27,1,-62,111,54
0,100,96,100,100,100,435,435,01-01-2011 00:00:00,West,Small Market,Darjeeling,11,Tea,11,68.6,100,100,77-139,100,80,Utah,Regular,101,101,101,20,40,0,60,37,261,53,34,1,-16,101,66
0,50,72,50,50,75,801,801,01-01-2011 00:00:00,West,Small Market,Earl Grey,12,Tea,12,68.6,0,50-99,77-139,0,80,Utah,Regular,92,92,92,20,30,10,50,35,196,47,11,1,14,92,40
0,50,72,50,50,50,435,435,01-01-2011 00:00:00,West,Small Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,0,Utah,Regular,73,73,73,10,30,10,40,29,169,36,11,1,-14,73,47
0,100,120,100,100,125,435,435,01-01-2011 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,137.2,100,100,77-139,100,80,Utah,Decaf,138,138,138,40,70,50,110,50,821,73,14,1,73,138,27
